nome,disciplina,ano,nota,situacao,semestre
Gabriel Fernando,Design de Interacao Social,2015,8.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Gestao de Marcas,2015,7.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Etica em Design,2015,7.75,APROVADO POR MÉDIA,1
Gabriel Fernando,Design de Apresentacoes,2015,7.0,APROVADO POR MÉDIA,2
Gabriel Fernando,Design Biomimetico,2015,9.5,APROVADO POR MÉDIA,2
Gabriel Fernando,Teoria da Cor,2015,10.0,APROVADO POR MÉDIA,2
Gabriel Fernando,Teoria do Design,2015,7.9,APROVADO POR MÉDIA,2
Gabriel Fernando,Comunicacao Visual,2015,9.5,APROVADO POR MÉDIA,2
Gabriel Fernando,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Gabriel Fernando,Design de Redes Sociais,2015,7.75,APROVADO POR MÉDIA,2
Gabriel Fernando,SemiÃ³tica,2016,8.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Design Sonoro,2016,8.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Design de Impacto Social,2016,10.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Materiais e Processos,2016,7.0,APROVADO POR MÉDIA,1
Gabriel Fernando,Design de Interacao Tangivel,2016,7.75,APROVADO POR MÉDIA,1
Gabriel Fernando,Tecnicas de Iluminacao,2016,9.5,APROVADO POR MÉDIA,1
Gabriel Fernando,INTEGRALIZADO,2016,,,1
Gabriel Fernando,FORMADO,2016,,,2
Rodrigo Pedro,DESLIGAMENTO,2019,,,1
Gustavo Rafael,TRANCAMENTO,2005,,,1
Gustavo Rafael,DESVINCULADO,2005,,,2
Cecilia Viviane,Storytelling Visual,2008,9.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design Colaborativo,2008,7.25,APROVADO POR MÉDIA,2
Cecilia Viviane,Computacao Grafica,2008,9.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design para Longevidade,2008,7.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Mobiliario,2008,9.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Visualizacao de Informacoes,2008,8.75,APROVADO POR MÉDIA,2
Cecilia Viviane,Identidade Visual,2008,7.75,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Aprendizado,2009,8.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Projeto Integrado,2009,5.75,APROVADO,1
Cecilia Viviane,Design de Tecnologia Vestivel (Wearable),2009,7.65,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Interfaces Neuromorficas,2009,9.55,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Experiencia em Museus,2009,9.15,APROVADO POR MÉDIA,1
Cecilia Viviane,Ergonomia,2009,8.09,APROVADO POR MÉDIA,1
Cecilia Viviane,Manipulacao de Imagem,2009,8.75,APROVADO POR MÉDIA,2
Cecilia Viviane,Gamificacao,2009,9.5,APROVADO POR MÉDIA,2
Cecilia Viviane,Impressao 3D,2009,10.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Tipografia,2009,9.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Joias,2009,9.75,APROVADO POR MÉDIA,2
Cecilia Viviane,Marketing de Produto,2009,9.1,APROVADO POR MÉDIA,2
Cecilia Viviane,Branding,2009,7.1,APROVADO POR MÉDIA,2
Cecilia Viviane,Ecodesign,2010,8.8,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Interacao em Tempo Real,2010,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Design Cibernetico,2010,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Realidade Aumentada (AR) e Virtual (VR),2010,8.5,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Interacao Cultural,2010,7.25,APROVADO POR MÉDIA,1
Cecilia Viviane,Prototipagem em Papel,2010,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Produto,2010,7.75,APROVADO POR MÉDIA,1
Cecilia Viviane,Design Computacional,2010,10.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Narrativa Espacial,2010,8.8,APROVADO POR MÉDIA,2
Cecilia Viviane,Design Thinking,2010,7.5,APROVADO POR MÉDIA,2
Cecilia Viviane,Design Experimental,2010,8.5,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Interacao Corporal,2010,9.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Interacao Tangivel,2010,,APROVADO POR FREQÜÊNCIA,2
Cecilia Viviane,Design de Espacos Virtuais,2010,9.25,APROVADO POR MÉDIA,2
Cecilia Viviane,Design Parametrico,2010,7.2,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Apresentacoes,2011,8.5,APROVADO POR MÉDIA,1
Cecilia Viviane,Design Digital,2011,7.7,APROVADO POR MÉDIA,1
Cecilia Viviane,Design Cenico,2011,9.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Cultura Visual,2011,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Teoria do Design,2011,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Gestao de Marcas,2011,9.8,APROVADO POR MÉDIA,1
Cecilia Viviane,Etica em Design,2011,8.75,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Moda,2011,7.5,APROVADO POR MÉDIA,1
Cecilia Viviane,Design de Impacto Social,2011,8.05,APROVADO POR MÉDIA,2
Cecilia Viviane,Design Biomimetico,2011,9.3,APROVADO POR MÉDIA,2
Cecilia Viviane,Teoria da Cor,2011,10.0,APROVADO POR MÉDIA,2
Cecilia Viviane,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Cecilia Viviane,Comunicacao Visual,2011,8.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Interacao Tangivel,2011,8.0,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Redes Sociais,2011,8.65,APROVADO POR MÉDIA,2
Cecilia Viviane,Design de Impressao e Publicacao,2011,9.5,APROVADO POR MÉDIA,2
Cecilia Viviane,SemiÃ³tica,2012,8.75,APROVADO POR MÉDIA,1
Cecilia Viviane,Design Sonoro,2012,9.0,APROVADO POR MÉDIA,1
Cecilia Viviane,Tecnicas de Iluminacao,2012,10.0,APROVADO POR MÉDIA,1
Cecilia Viviane,INTEGRALIZADO,2012,,,1
Cecilia Viviane,FORMADO,2012,,,1
