ano,nome,codigo,disciplina,nota,situacao
2005,Fernando Eduarda,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
2005,Fernando Eduarda,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2005,Fernando Eduarda,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
2005,Fernando Eduarda,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2005,Fernando Eduarda,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
2008,Fernando Eduarda,,DESLIGAMENTO,,
2006,Fernando Eduarda,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2006,Fernando Eduarda,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2006,Fernando Eduarda,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
2006,Fernando Eduarda,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2006,Fernando Eduarda,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
2006,Fernando Eduarda,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2006,Fernando Eduarda,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
2009,Fernando Eduarda,,DESLIGAMENTO,,
2011,Fernando Eduarda,,DESLIGAMENTO,,
2017,Thiago Eduardo,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
2017,Thiago Eduardo,RJGL2456,Design Colaborativo,,DISPENSADO
2017,Thiago Eduardo,QBWW6998,Computacao Grafica,,DISPENSADO
2017,Thiago Eduardo,UFMQ0127,Design para Longevidade,9.1,APROVADO POR MÉDIA
2017,Thiago Eduardo,MKUB0718,Design de Mobiliario,,DISPENSADO
2017,Thiago Eduardo,BKII1063,Design de Visualizacao de Informacoes,9.0,APROVADO POR MÉDIA
2017,Thiago Eduardo,RJYZ5864,Identidade Visual,8.75,APROVADO POR MÉDIA
2017,Thiago Eduardo,DOMK5241,Design de Aprendizado,8.25,APROVADO POR MÉDIA
2017,Thiago Eduardo,ZULH9584,Projeto Integrado,10.0,APROVADO POR MÉDIA
2017,Thiago Eduardo,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.75,APROVADO POR MÉDIA
2017,Thiago Eduardo,NRYN3294,Design de Interfaces Neuromorficas,8.25,APROVADO POR MÉDIA
2017,Thiago Eduardo,NRCI1107,Design de Experiencia em Museus,7.5,APROVADO POR MÉDIA
2017,Thiago Eduardo,AAZN5771,Ergonomia,9.5,APROVADO POR MÉDIA
2018,Thiago Eduardo,JJNT2088,Manipulacao de Imagem,8.15,APROVADO POR MÉDIA
2018,Thiago Eduardo,JGDZ1333,"Gamificacao
DOCENTE(S): Luiz Pereira",8.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,TSYB3211,"Impressao 3D
DOCENTE(S): Marcos Ferreira",9.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,VOQA5582,"Tipografia
DOCENTE(S): Joao Silva",7.1,APROVADO POR MÉDIA
2018,Thiago Eduardo,BLDG0260,"Design de Joias
DOCENTE(S): Gustavo Martins",8.85,APROVADO POR MÉDIA
2018,Thiago Eduardo,FZLO1427,"Marketing de Produto
DOCENTE(S): Carla Souza",9.5,APROVADO POR MÉDIA
2018,Thiago Eduardo,KAWV5083,"Branding
DOCENTE(S): Rafaela Gomes",7.5,APROVADO POR MÉDIA
2018,Thiago Eduardo,NGVU3526,"Ecodesign
DOCENTE(S): Diego Cardoso",9.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,COOQ5695,"Design de Interacao em Tempo Real
DOCENTE(S): Pedro Oliveira",10.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,VFBH8799,"Design Cibernetico
DOCENTE(S): Joao Silva",8.35,APROVADO POR MÉDIA
2018,Thiago Eduardo,UCTK5222,"Design de Realidade Aumentada (AR) e Virtual (VR)
DOCENTE(S): Juliana Rodrigues",7.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,JVFQ7338,"Design de Interacao Cultural
DOCENTE(S): Gustavo Martins",7.5,APROVADO POR MÉDIA
2018,Thiago Eduardo,QVGO0107,"Prototipagem em Papel
DOCENTE(S): Juliana Rodrigues",8.0,APROVADO POR MÉDIA
2018,Thiago Eduardo,LERH6635,"Design de Produto
DOCENTE(S): Carla Souza",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,MAEY1044,"Design Computacional
DOCENTE(S): Maria Santos",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,SATJ7970,"Design de Narrativa Espacial
DOCENTE(S): Ana Costa",8.5,APROVADO POR MÉDIA
2019,Thiago Eduardo,RVMF0745,"Design Biomimetico
DOCENTE(S): Carla Souza",,REPROVADO POR FALTA
2019,Thiago Eduardo,TPYC6338,"Design Thinking
DOCENTE(S): Joao Silva",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,IENT5068,"Design Experimental
DOCENTE(S): Rafaela Gomes",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,KZBU0327,"Design de Interacao Corporal
DOCENTE(S): Fernanda Lima",9.75,APROVADO POR MÉDIA
2019,Thiago Eduardo,AOXV5438,"Design de Espacos Virtuais
DOCENTE(S): Pedro Oliveira",9.75,APROVADO POR MÉDIA
2019,Thiago Eduardo,RRME1020,"Design Parametrico
DOCENTE(S): Juliana Rodrigues",7.7,APROVADO POR MÉDIA
2019,Thiago Eduardo,TOZF3011,"SemiÃ³tica
DOCENTE(S): Luiz Pereira",8.0,APROVADO POR MÉDIA
ANO,Thiago Eduardo,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2019,Thiago Eduardo,RVMF0745,"Design Biomimetico
DOCENTE(S): Carla Souza",9.5,APROVADO POR MÉDIA
2019,Thiago Eduardo,LLKP8902,"Design Digital
DOCENTE(S): Patricia Nunes",8.95,APROVADO POR MÉDIA
2019,Thiago Eduardo,DZNQ4989,"Design Cenico
DOCENTE(S): Ana Costa",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,MXMO8868,"Cultura Visual
DOCENTE(S): Patricia Nunes",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,XERB6119,"Gestao de Marcas
DOCENTE(S): Maria Santos",8.57,APROVADO POR MÉDIA
2019,Thiago Eduardo,UXMU2899,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",8.0,APROVADO POR MÉDIA
2019,Thiago Eduardo,TRQX5862,Etica em Design,9.25,APROVADO POR MÉDIA
2019,Thiago Eduardo,VNBQ5535,"Design de Moda
DOCENTE(S): Fernanda Lima",9.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,BMDH7993,"Design de Apresentacoes
DOCENTE(S): Diego Cardoso",9.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,TWIP0018,"Teoria da Cor
DOCENTE(S): Ana Costa",9.3,APROVADO POR MÉDIA
2020,Thiago Eduardo,RMDE3651,"Teoria do Design
DOCENTE(S): Marcos Ferreira",9.5,APROVADO POR MÉDIA
2020,Thiago Eduardo,DQUN5124,"Comunicacao Visual
DOCENTE(S): Luiz Pereira",10.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,NVRL4030,"Materiais e Processos
DOCENTE(S): Juliana Rodrigues",10.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,LSHL3127,"Design de Redes Sociais
DOCENTE(S): Larissa Vieira",7.8,APROVADO POR MÉDIA
2020,Thiago Eduardo,WWGS2880,"Design de Realidade Hibrida
DOCENTE(S): Pedro Oliveira",9.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,MDQZ6072,"Design de Jogos
DOCENTE(S): Joao Silva",10.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,VMGY1151,"Design de Interacao Tangivel
DOCENTE(S): Rafaela Gomes",10.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,XYOT5349,"Tecnicas de Iluminacao
DOCENTE(S): Gustavo Martins",9.0,APROVADO POR MÉDIA
2020,Thiago Eduardo,,INTEGRALIZADO,,
2021,Thiago Eduardo,,FORMADO,,
2005,DOCENTE(S): -----------.,OCRQ3517,Storytelling Visual,9.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,RJGL2456,Design Colaborativo,7.55,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,QBWW6998,Computacao Grafica,10.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,UFMQ0127,Design para Longevidade,8.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,MKUB0718,Design de Mobiliario,10.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,BKII1063,Design de Visualizacao de Informacoes,10.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
2005,DOCENTE(S): -----------.,DOMK5241,Design de Aprendizado,7.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,ZULH9584,Projeto Integrado,5.55,APROVADO
2005,DOCENTE(S): -----------.,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,NRYN3294,Design de Interfaces Neuromorficas,10.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,NRCI1107,Design de Experiencia em Museus,7.0,APROVADO POR MÉDIA
2005,DOCENTE(S): -----------.,AAZN5771,Ergonomia,8.5,APROVADO POR MÉDIA
2006,DOCENTE(S): -----------.,JJNT2088,Manipulacao de Imagem,5.28,APROVADO
2006,DOCENTE(S): -----------.,JGDZ1333,Gamificacao,9.0,APROVADO POR MÉDIA
2006,DOCENTE(S): -----------.,TSYB3211,Impressao 3D,8.5,APROVADO POR MÉDIA
2006,DOCENTE(S): -----------.,VOQA5582,Tipografia,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,BLDG0260,Design de Joias,8.25,APROVADO POR MÉDIA
2006,DOCENTE(S): -----------.,FZLO1427,Marketing de Produto,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,KAWV5083,Branding,7.0,APROVADO POR MÉDIA
2006,DOCENTE(S): -----------.,NGVU3526,Ecodesign,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,COOQ5695,Design de Interacao em Tempo Real,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,VFBH8799,Design Cibernetico,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
2006,DOCENTE(S): -----------.,LERH6635,Design de Produto,,REPROVADO POR FALTA
2007,DOCENTE(S): -----------.,,DESVINCULADO,,
2005,Vitoria Isadora,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2005,Vitoria Isadora,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2005,Vitoria Isadora,QBWW6998,Computacao Grafica,10.0,APROVADO POR MÉDIA
2005,Vitoria Isadora,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2005,Vitoria Isadora,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2005,Vitoria Isadora,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2005,Vitoria Isadora,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
2006,Vitoria Isadora,,DESLIGAMENTO,,
2007,Lais Raul,OCRQ3517,Storytelling Visual,5.38,APROVADO
2007,Lais Raul,RJGL2456,Design Colaborativo,7.0,APROVADO POR MÉDIA
2007,Lais Raul,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2007,Lais Raul,UFMQ0127,Design para Longevidade,6.25,APROVADO
2007,Lais Raul,MKUB0718,Design de Mobiliario,8.75,APROVADO POR MÉDIA
2007,Lais Raul,BKII1063,Design de Visualizacao de Informacoes,2.88,REPROVADO
2007,Lais Raul,RJYZ5864,Identidade Visual,8.0,APROVADO POR MÉDIA
2007,Lais Raul,DOMK5241,Design de Aprendizado,5.75,APROVADO
2007,Lais Raul,ZULH9584,Projeto Integrado,4.1,REPROVADO
2007,Lais Raul,WPUV3332,Design de Tecnologia Vestivel (Wearable),6.82,APROVADO
2007,Lais Raul,MXMO8868,Cultura Visual,5.88,APROVADO
2007,Lais Raul,AAZN5771,Ergonomia,5.7,APROVADO
2008,Lais Raul,NGVU3526,Ecodesign,,CANCELADO COM ONUS
2008,Lais Raul,ZULH9584,Projeto Integrado,7.03,APROVADO
2008,Lais Raul,TPYC6338,Design Thinking,5.5,APROVADO
2008,Lais Raul,JGDZ1333,Gamificacao,,REPROVADO POR FALTA
2008,Lais Raul,BKII1063,Design de Visualizacao de Informacoes,6.75,APROVADO
2008,Lais Raul,BLDG0260,Design de Joias,7.32,APROVADO
2008,Lais Raul,NGVU3526,Ecodesign,7.75,APROVADO POR MÉDIA
2008,Lais Raul,BMDH7993,Design de Apresentacoes,7.0,APROVADO POR MÉDIA
2008,Lais Raul,JGDZ1333,Gamificacao,8.5,APROVADO POR MÉDIA
2008,Lais Raul,NRYN3294,Design de Interfaces Neuromorficas,7.05,APROVADO POR MÉDIA
2008,Lais Raul,NRCI1107,Design de Experiencia em Museus,7.0,APROVADO POR MÉDIA
2008,Lais Raul,FZLO1427,Marketing de Produto,8.0,APROVADO POR MÉDIA
2008,Lais Raul,KAWV5083,Branding,6.25,APROVADO
2009,Lais Raul,COOQ5695,Design de Interacao em Tempo Real,7.35,APROVADO POR MÉDIA
2009,Lais Raul,JJNT2088,Manipulacao de Imagem,2.38,REPROVADO
2009,Lais Raul,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),5.0,APROVADO
2009,Lais Raul,IENT5068,Design Experimental,8.5,APROVADO POR MÉDIA
2009,Lais Raul,TSYB3211,Impressao 3D,7.0,APROVADO POR MÉDIA
2009,Lais Raul,VOQA5582,Tipografia,7.25,APROVADO POR MÉDIA
2009,Lais Raul,RRME1020,Design Parametrico,7.0,APROVADO POR MÉDIA
2009,Lais Raul,VFBH8799,Design Cibernetico,7.1,APROVADO POR MÉDIA
2009,Lais Raul,JJNT2088,Manipulacao de Imagem,5.5,APROVADO
2009,Lais Raul,JVFQ7338,Design de Interacao Cultural,5.0,APROVADO
2009,Lais Raul,QVGO0107,Prototipagem em Papel,7.0,APROVADO POR MÉDIA
2009,Lais Raul,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2009,Lais Raul,LERH6635,Design de Produto,8.75,APROVADO POR MÉDIA
2009,Lais Raul,AOXV5438,Design de Espacos Virtuais,7.2,APROVADO POR MÉDIA
2010,Lais Raul,MAEY1044,Design Computacional,8.86,APROVADO POR MÉDIA
2010,Lais Raul,HQDD9963,Design Sonoro,,REPROVADO POR FALTA
2010,Lais Raul,SATJ7970,Design de Narrativa Espacial,9.0,APROVADO POR MÉDIA
2010,Lais Raul,RVMF0745,Design Biomimetico,7.3,APROVADO POR MÉDIA
2010,Lais Raul,LLKP8902,Design Digital,7.0,APROVADO POR MÉDIA
2010,Lais Raul,DZNQ4989,Design Cenico,7.4,APROVADO POR MÉDIA
2010,Lais Raul,ADMT0013,METODOLOGIA DE PESQUISA,7.25,APROVADO POR MÉDIA
ANO,Lais Raul,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2010,Lais Raul,KZBU0327,Design de Interacao Corporal,2.75,REPROVADO
2010,Lais Raul,XERB6119,Gestao de Marcas,7.0,APROVADO POR MÉDIA
2010,Lais Raul,TRQX5862,Etica em Design,8.25,APROVADO POR MÉDIA
2010,Lais Raul,TOZF3011,SemiÃ³tica,5.0,APROVADO
2010,Lais Raul,TWIP0018,Teoria da Cor,8.25,APROVADO POR MÉDIA
2010,Lais Raul,KZBU0327,Design de Interacao Corporal,8.0,APROVADO POR MÉDIA
2010,Lais Raul,DQUN5124,Comunicacao Visual,7.5,APROVADO POR MÉDIA
2010,Lais Raul,LSHL3127,Design de Redes Sociais,6.45,APROVADO
2011,Lais Raul,HQDD9963,Design Sonoro,5.7,APROVADO
2011,Lais Raul,HILN2052,Design de Impacto Social,7.0,APROVADO POR MÉDIA
2011,Lais Raul,WWGS2880,Design de Realidade Hibrida,,REPROVADO POR FALTA
2011,Lais Raul,BKYH9817,Design de Interacao Social,,REPROVADO POR FALTA
2011,Lais Raul,MDQZ6072,Design de Jogos,,REPROVADO POR FALTA
2011,Lais Raul,NVRL4030,Materiais e Processos,,CANCELADO COM ONUS
2011,Lais Raul,VMGY1151,Design de Interacao Tangivel,,REPROVADO POR FALTA
2011,Lais Raul,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2011,Lais Raul,WWGS2880,Design de Realidade Hibrida,,REPROVADO POR FALTA
2011,Lais Raul,MDQZ6072,Design de Jogos,,REPROVADO POR FALTA
2011,Lais Raul,VMGY1151,Design de Interacao Tangivel,,REPROVADO POR FALTA
2011,Lais Raul,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2012,Lais Raul,OJNV9272,Fotografia,,REPROVADO POR FALTA
2012,Lais Raul,WWGS2880,Design de Realidade Hibrida,,REPROVADO POR FALTA
2012,Lais Raul,VMGY1151,Design de Interacao Tangivel,,REPROVADO POR FALTA
2012,Lais Raul,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2012,Lais Raul,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
2012,Lais Raul,VMGY1151,Design de Interacao Tangivel,,REPROVADO POR FALTA
2012,Lais Raul,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2013,Lais Raul,VMGY1151,Design de Interacao Tangivel,,REPROVADO POR FALTA
2013,Lais Raul,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2013,Lais Raul,,DESVINCULADO,,
2008,Amanda Emilly,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2008,Amanda Emilly,RJGL2456,Design Colaborativo,1.65,REPROVADO
2008,Amanda Emilly,QBWW6998,Computacao Grafica,5.88,APROVADO
2008,Amanda Emilly,UFMQ0127,Design para Longevidade,1.75,REPROVADO
2008,Amanda Emilly,MKUB0718,Design de Mobiliario,8.0,APROVADO POR MÉDIA
2008,Amanda Emilly,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2008,Amanda Emilly,RJYZ5864,Identidade Visual,5.75,APROVADO
2009,Amanda Emilly,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2009,Amanda Emilly,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2009,Amanda Emilly,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2009,Amanda Emilly,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2010,Amanda Emilly,,DESVINCULADO,,
2007,Sophie Vinicius,OCRQ3517,Storytelling Visual,7.0,APROVADO
2007,Sophie Vinicius,RJGL2456,Design Colaborativo,7.0,APROVADO POR MÉDIA
2007,Sophie Vinicius,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2007,Sophie Vinicius,UFMQ0127,Design para Longevidade,7.5,APROVADO POR MÉDIA
2007,Sophie Vinicius,MKUB0718,Design de Mobiliario,8.5,APROVADO POR MÉDIA
2007,Sophie Vinicius,BKII1063,Design de Visualizacao de Informacoes,5.38,APROVADO
2007,Sophie Vinicius,RJYZ5864,Identidade Visual,7.5,APROVADO POR MÉDIA
2007,Sophie Vinicius,DOMK5241,Design de Aprendizado,7.25,APROVADO POR MÉDIA
2007,Sophie Vinicius,ZULH9584,Projeto Integrado,5.38,APROVADO
2007,Sophie Vinicius,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.0,APROVADO POR MÉDIA
2007,Sophie Vinicius,NRYN3294,Design de Interfaces Neuromorficas,7.4,APROVADO POR MÉDIA
2007,Sophie Vinicius,NRCI1107,Design de Experiencia em Museus,7.0,APROVADO POR MÉDIA
2007,Sophie Vinicius,AAZN5771,Ergonomia,6.97,APROVADO
2008,Sophie Vinicius,JJNT2088,Manipulacao de Imagem,8.5,APROVADO POR MÉDIA
2008,Sophie Vinicius,JGDZ1333,Gamificacao,8.25,APROVADO POR MÉDIA
2008,Sophie Vinicius,TSYB3211,Impressao 3D,7.63,APROVADO POR MÉDIA
2008,Sophie Vinicius,VOQA5582,Tipografia,7.0,APROVADO POR MÉDIA
2008,Sophie Vinicius,BLDG0260,Design de Joias,9.32,APROVADO POR MÉDIA
2008,Sophie Vinicius,FZLO1427,Marketing de Produto,8.3,APROVADO POR MÉDIA
2008,Sophie Vinicius,KAWV5083,Branding,8.0,APROVADO POR MÉDIA
2008,Sophie Vinicius,NGVU3526,Ecodesign,9.25,APROVADO POR MÉDIA
2008,Sophie Vinicius,COOQ5695,Design de Interacao em Tempo Real,5.38,APROVADO
2008,Sophie Vinicius,VFBH8799,Design Cibernetico,7.0,APROVADO POR MÉDIA
2008,Sophie Vinicius,JVFQ7338,Design de Interacao Cultural,7.0,APROVADO POR MÉDIA
2008,Sophie Vinicius,MXMO8868,Cultura Visual,9.5,APROVADO POR MÉDIA
2008,Sophie Vinicius,RMDE3651,Teoria do Design,8.25,APROVADO POR MÉDIA
2008,Sophie Vinicius,QVGO0107,Prototipagem em Papel,8.5,APROVADO POR MÉDIA
2008,Sophie Vinicius,LERH6635,Design de Produto,8.5,APROVADO POR MÉDIA
2009,Sophie Vinicius,MAEY1044,Design Computacional,8.45,APROVADO POR MÉDIA
2009,Sophie Vinicius,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),5.25,APROVADO
2009,Sophie Vinicius,SATJ7970,Design de Narrativa Espacial,9.7,APROVADO POR MÉDIA
2009,Sophie Vinicius,IENT5068,Design Experimental,5.5,APROVADO
2009,Sophie Vinicius,KZBU0327,Design de Interacao Corporal,9.5,APROVADO POR MÉDIA
2009,Sophie Vinicius,AOXV5438,Design de Espacos Virtuais,8.6,APROVADO POR MÉDIA
2009,Sophie Vinicius,RRME1020,Design Parametrico,8.5,APROVADO POR MÉDIA
2009,Sophie Vinicius,TPYC6338,Design Thinking,7.4,APROVADO POR MÉDIA
2009,Sophie Vinicius,LLKP8902,Design Digital,7.1,APROVADO POR MÉDIA
2009,Sophie Vinicius,DZNQ4989,Design Cenico,9.45,APROVADO POR MÉDIA
2009,Sophie Vinicius,XERB6119,Gestao de Marcas,9.5,APROVADO POR MÉDIA
2009,Sophie Vinicius,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2009,Sophie Vinicius,TRQX5862,Etica em Design,5.63,APROVADO
2010,Sophie Vinicius,HILN2052,Design de Impacto Social,8.25,APROVADO POR MÉDIA
2010,Sophie Vinicius,BMDH7993,Design de Apresentacoes,8.5,APROVADO POR MÉDIA
2010,Sophie Vinicius,RVMF0745,Design Biomimetico,7.0,APROVADO POR MÉDIA
2010,Sophie Vinicius,TWIP0018,Teoria da Cor,8.25,APROVADO POR MÉDIA
2010,Sophie Vinicius,DQUN5124,Comunicacao Visual,7.75,APROVADO POR MÉDIA
ANO,Sophie Vinicius,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2010,Sophie Vinicius,NVRL4030,Materiais e Processos,8.0,APROVADO POR MÉDIA
2010,Sophie Vinicius,LSHL3127,Design de Redes Sociais,7.0,APROVADO
2010,Sophie Vinicius,PBCQ5148,Design de Impressao e Publicacao,7.74,APROVADO POR MÉDIA
2010,Sophie Vinicius,TOZF3011,SemiÃ³tica,7.25,APROVADO POR MÉDIA
2010,Sophie Vinicius,HQDD9963,Design Sonoro,5.75,APROVADO
2010,Sophie Vinicius,VMGY1151,Design de Interacao Tangivel,7.0,APROVADO POR MÉDIA
2010,Sophie Vinicius,XYOT5349,Tecnicas de Iluminacao,8.0,APROVADO POR MÉDIA
2010,Sophie Vinicius,,INTEGRALIZADO,,
2010,Sophie Vinicius,,FORMADO,,
2007,Mauricio Helena,OCRQ3517,Storytelling Visual,7.0,APROVADO POR MÉDIA
2007,Mauricio Helena,RJGL2456,Design Colaborativo,7.0,APROVADO POR MÉDIA
2007,Mauricio Helena,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2007,Mauricio Helena,UFMQ0127,Design para Longevidade,5.75,APROVADO
2007,Mauricio Helena,MKUB0718,Design de Mobiliario,8.0,APROVADO POR MÉDIA
2007,Mauricio Helena,BKII1063,Design de Visualizacao de Informacoes,3.97,REPROVADO
2007,Mauricio Helena,RJYZ5864,Identidade Visual,7.7,APROVADO POR MÉDIA
2008,Mauricio Helena,DOMK5241,Design de Aprendizado,7.0,APROVADO POR MÉDIA
2008,Mauricio Helena,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
2008,Mauricio Helena,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.75,APROVADO POR MÉDIA
2008,Mauricio Helena,BKII1063,Design de Visualizacao de Informacoes,8.0,APROVADO POR MÉDIA
2008,Mauricio Helena,MXMO8868,Cultura Visual,9.15,APROVADO POR MÉDIA
2008,Mauricio Helena,AAZN5771,Ergonomia,8.3,APROVADO POR MÉDIA
2008,Mauricio Helena,NGVU3526,Ecodesign,8.75,APROVADO POR MÉDIA
2008,Mauricio Helena,ZULH9584,Projeto Integrado,3.6,REPROVADO
2008,Mauricio Helena,JGDZ1333,Gamificacao,9.25,APROVADO POR MÉDIA
2008,Mauricio Helena,NRYN3294,Design de Interfaces Neuromorficas,7.55,APROVADO POR MÉDIA
2008,Mauricio Helena,NRCI1107,Design de Experiencia em Museus,8.0,APROVADO POR MÉDIA
2008,Mauricio Helena,BLDG0260,Design de Joias,8.75,APROVADO POR MÉDIA
2008,Mauricio Helena,KAWV5083,Branding,9.25,APROVADO POR MÉDIA
2009,Mauricio Helena,COOQ5695,Design de Interacao em Tempo Real,9.75,APROVADO POR MÉDIA
2009,Mauricio Helena,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.0,APROVADO POR MÉDIA
2009,Mauricio Helena,ZULH9584,Projeto Integrado,7.25,APROVADO POR MÉDIA
2009,Mauricio Helena,TPYC6338,Design Thinking,7.0,APROVADO POR MÉDIA
2009,Mauricio Helena,TSYB3211,Impressao 3D,8.38,APROVADO POR MÉDIA
2009,Mauricio Helena,VOQA5582,Tipografia,8.5,APROVADO POR MÉDIA
2009,Mauricio Helena,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2009,Mauricio Helena,RRME1020,Design Parametrico,8.5,APROVADO POR MÉDIA
2009,Mauricio Helena,VFBH8799,Design Cibernetico,8.8,APROVADO POR MÉDIA
2009,Mauricio Helena,JJNT2088,Manipulacao de Imagem,8.0,APROVADO POR MÉDIA
2009,Mauricio Helena,JVFQ7338,Design de Interacao Cultural,7.25,APROVADO POR MÉDIA
2009,Mauricio Helena,QVGO0107,Prototipagem em Papel,9.25,APROVADO POR MÉDIA
2009,Mauricio Helena,FZLO1427,Marketing de Produto,9.5,APROVADO POR MÉDIA
2009,Mauricio Helena,LERH6635,Design de Produto,8.5,APROVADO POR MÉDIA
2009,Mauricio Helena,AOXV5438,Design de Espacos Virtuais,9.05,APROVADO POR MÉDIA
2010,Mauricio Helena,MAEY1044,Design Computacional,9.44,APROVADO POR MÉDIA
2010,Mauricio Helena,BMDH7993,Design de Apresentacoes,9.5,APROVADO POR MÉDIA
2010,Mauricio Helena,SATJ7970,Design de Narrativa Espacial,9.3,APROVADO POR MÉDIA
2010,Mauricio Helena,LLKP8902,Design Digital,9.1,APROVADO POR MÉDIA
2010,Mauricio Helena,IENT5068,Design Experimental,7.75,APROVADO POR MÉDIA
2010,Mauricio Helena,KZBU0327,Design de Interacao Corporal,9.0,APROVADO POR MÉDIA
