ano,nome,codigo,disciplina,nota,situacao
2016,Alice Ricardo,COOQ5695,Design de Interacao em Tempo Real,7.00,APROVADO POR MÉDIA
2016,Alice Ricardo,VFBH8799,Design Cibernetico,7.25,APROVADO POR MÉDIA
2016,Alice Ricardo,WPUV3332,Design de Tecnologia Vestivel (Wearable),5.15,APROVADO
2016,Alice Ricardo,JVFQ7338,Design de Interacao Cultural,5.13,APROVADO
2016,Alice Ricardo,QVGO0107,Prototipagem em Papel,3.03,REPROVADO
2016,Alice Ricardo,LERH6635,Design de Produto,5.55,APROVADO
2017,Alice Ricardo,MAEY1044,Design Computacional,,REPROVADO POR FALTA
2017,Alice Ricardo,TPYC6338,Design Thinking,7.00,APROVADO POR MÉDIA
ANO,Alice Ricardo,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2017,Alice Ricardo,VOQA5582,Tipografia,4.05,REPROVADO
2017,Alice Ricardo,FZLO1427,Marketing de Produto,5.10,APROVADO
2018,Elisa Valentina,OCRQ3517,Storytelling Visual,7.00,APROVADO POR MÉDIA
2018,Elisa Valentina,RJGL2456,Design Colaborativo,3.5,REPROVADO
2018,Elisa Valentina,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2018,Elisa Valentina,UFMQ0127,Design para Longevidade,5.68,APROVADO
2018,Elisa Valentina,MKUB0718,Design de Mobiliario,8.95,APROVADO POR MÉDIA
2018,Elisa Valentina,BKII1063,Design de Visualizacao de Informacoes,7.13,APROVADO POR MÉDIA
2018,Elisa Valentina,RJYZ5864,Identidade Visual,7.50,APROVADO POR MÉDIA
2018,Elisa Valentina,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.50,APROVADO POR MÉDIA
2018,Elisa Valentina,NRYN3294,Design de Interfaces Neuromorficas,10.00,APROVADO POR MÉDIA
2018,Elisa Valentina,NRCI1107,Design de Experiencia em Museus,8.60,APROVADO POR MÉDIA
2018,Elisa Valentina,AAZN5771,Ergonomia,8.75,APROVADO POR MÉDIA
2018,Elisa Valentina,UXMU2899,Interacao Tangivel,10.00,APROVADO POR MÉDIA
2019,Elisa Valentina,RJGL2456,Design Colaborativo,10.00,APROVADO POR MÉDIA
2019,Elisa Valentina,JGDZ1333,Gamificacao,6.45,APROVADO
2019,Elisa Valentina,TSYB3211,Impressao 3D,10.00,APROVADO POR MÉDIA
2019,Elisa Valentina,VOQA5582,Tipografia,,REPROVADO POR FALTA
2019,Elisa Valentina,BLDG0260,Design de Joias,10.00,APROVADO POR MÉDIA
2019,Elisa Valentina,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
2019,Elisa Valentina,DOMK5241,Design de Aprendizado,8.23,APROVADO POR MÉDIA
2019,Elisa Valentina,COOQ5695,Design de Interacao em Tempo Real,8.50,APROVADO POR MÉDIA
2019,Elisa Valentina,VFBH8799,Design Cibernetico,8.65,APROVADO POR MÉDIA
2019,Elisa Valentina,ZULH9584,Projeto Integrado,8.75,APROVADO POR MÉDIA
2019,Elisa Valentina,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.40,APROVADO
2019,Elisa Valentina,JVFQ7338,Design de Interacao Cultural,7.75,APROVADO POR MÉDIA
2019,Elisa Valentina,QVGO0107,Prototipagem em Papel,7.25,APROVADO POR MÉDIA
2020,Elisa Valentina,MAEY1044,Design Computacional,10.00,APROVADO POR MÉDIA
2020,Elisa Valentina,SATJ7970,Design de Narrativa Espacial,9.00,APROVADO POR MÉDIA
2020,Elisa Valentina,VOQA5582,Tipografia,8.60,APROVADO POR MÉDIA
2020,Elisa Valentina,FZLO1427,Marketing de Produto,9.55,APROVADO POR MÉDIA
2020,Elisa Valentina,JJNT2088,Manipulacao de Imagem,8.95,APROVADO POR MÉDIA
2020,Elisa Valentina,TPYC6338,Design Thinking,8.50,APROVADO POR MÉDIA
2020,Elisa Valentina,IENT5068,Design Experimental,7.75,APROVADO POR MÉDIA
2020,Elisa Valentina,KZBU0327,Design de Interacao Corporal,9.50,APROVADO POR MÉDIA
2020,Elisa Valentina,LERH6635,Design de Produto,9.00,APROVADO POR MÉDIA
2020,Elisa Valentina,RRME1020,Design Parametrico,9.60,APROVADO POR MÉDIA
2020,Elisa Valentina,NGVU3526,Ecodesign,9.80,APROVADO POR MÉDIA
2020,Elisa Valentina,LLKP8902,Design Digital,9.20,APROVADO POR MÉDIA
2020,Elisa Valentina,DZNQ4989,Design Cenico,10.00,APROVADO POR MÉDIA
2020,Elisa Valentina,MXMO8868,Cultura Visual,9.50,APROVADO POR MÉDIA
2020,Elisa Valentina,XERB6119,Gestao de Marcas,10.00,APROVADO POR MÉDIA
2020,Elisa Valentina,AOXV5438,Design de Espacos Virtuais,9.50,APROVADO POR MÉDIA
2020,Elisa Valentina,TRQX5862,Etica em Design,9.50,APROVADO POR MÉDIA
ANO,Elisa Valentina,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2021,Elisa Valentina,BMDH7993,Design de Apresentacoes,8.25,APROVADO POR MÉDIA
2021,Elisa Valentina,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
2021,Elisa Valentina,TWIP0018,Teoria da Cor,10.00,APROVADO POR MÉDIA
2021,Elisa Valentina,RMDE3651,Teoria do Design,9.15,APROVADO POR MÉDIA
2021,Elisa Valentina,DQUN5124,Comunicacao Visual,10.00,APROVADO POR MÉDIA
2021,Elisa Valentina,LSHL3127,Design de Redes Sociais,10.00,APROVADO POR MÉDIA
2021,Elisa Valentina,TOZF3011,SemiÃ³tica,8.00,APROVADO POR MÉDIA
2021,Elisa Valentina,RVMF0745,Design Biomimetico,9.00,APROVADO POR MÉDIA
2021,Elisa Valentina,VMGY1151,Design de Interacao Tangivel,7.00,APROVADO POR MÉDIA
2022,Elisa Valentina,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2022,Elisa Valentina,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2023,Elisa Valentina,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2010,Joao Maria,OCRQ3517,Storytelling Visual,6.88,APROVADO
2010,Joao Maria,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2010,Joao Maria,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2010,Joao Maria,UFMQ0127,Design para Longevidade,2.75,REPROVADO
2010,Joao Maria,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2010,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2010,Joao Maria,RJYZ5864,Identidade Visual,7.00,APROVADO POR MÉDIA
2011,Joao Maria,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2011,Joao Maria,UFMQ0127,Design para Longevidade,7.50,APROVADO POR MÉDIA
2011,Joao Maria,TPYC6338,Design Thinking,6.00,APROVADO
2011,Joao Maria,JGDZ1333,Gamificacao,9.00,APROVADO POR MÉDIA
2011,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2011,Joao Maria,BMDH7993,Design de Apresentacoes,7.25,APROVADO POR MÉDIA
2011,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,8.50,APROVADO POR MÉDIA
2011,Joao Maria,MXMO8868,Cultura Visual,7.00,APROVADO POR MÉDIA
2011,Joao Maria,BLDG0260,Design de Joias,8.05,APROVADO POR MÉDIA
2011,Joao Maria,AAZN5771,Ergonomia,7.50,APROVADO POR MÉDIA
2011,Joao Maria,KAWV5083,Branding,,REPROVADO POR FALTA
2012,Joao Maria,COOQ5695,Design de Interacao em Tempo Real,7.00,APROVADO POR MÉDIA
2012,Joao Maria,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.63,APROVADO POR MÉDIA
2012,Joao Maria,NRYN3294,Design de Interfaces Neuromorficas,4.88,REPROVADO
2012,Joao Maria,NRCI1107,Design de Experiencia em Museus,1.75,REPROVADO
2012,Joao Maria,KAWV5083,Branding,6.68,APROVADO
2012,Joao Maria,RJGL2456,Design Colaborativo,1.65,REPROVADO
2012,Joao Maria,NRYN3294,Design de Interfaces Neuromorficas,6.55,APROVADO
2012,Joao Maria,NRCI1107,Design de Experiencia em Museus,9.50,APROVADO POR MÉDIA
2012,Joao Maria,UXMU2899,Interacao Tangivel,8.50,APROVADO POR MÉDIA
2012,Joao Maria,LERH6635,Design de Produto,7.00,APROVADO POR MÉDIA
2012,Joao Maria,RRME1020,Design Parametrico,,REPROVADO POR FALTA
2013,Joao Maria,TOZF3011,SemiÃ³tica,,REPROVADO POR FALTA
2013,Joao Maria,RJGL2456,Design Colaborativo,5.38,APROVADO
2013,Joao Maria,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
2013,Joao Maria,TSYB3211,Impressao 3D,7.13,APROVADO POR MÉDIA
2013,Joao Maria,AOXV5438,Design de Espacos Virtuais,3.1,REPROVADO
2013,Joao Maria,TRQX5862,Etica em Design,7.00,APROVADO POR MÉDIA
2013,Joao Maria,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
2013,Joao Maria,VFBH8799,Design Cibernetico,7.00,APROVADO POR MÉDIA
2013,Joao Maria,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
2013,Joao Maria,ZULH9584,Projeto Integrado,5.00,APROVADO
2013,Joao Maria,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.15,APROVADO POR MÉDIA
2013,Joao Maria,RRME1020,Design Parametrico,7.50,APROVADO POR MÉDIA
ANO,Joao Maria,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2014,Joao Maria,NGVU3526,Ecodesign,5.15,APROVADO
2014,Joao Maria,MAEY1044,Design Computacional,6.05,APROVADO
2014,Joao Maria,JJNT2088,Manipulacao de Imagem,5.40,APROVADO
2014,Joao Maria,RVMF0745,Design Biomimetico,9.00,APROVADO POR MÉDIA
2014,Joao Maria,VOQA5582,Tipografia,,REPROVADO POR FALTA
2014,Joao Maria,QVGO0107,Prototipagem em Papel,4.25,REPROVADO
2014,Joao Maria,FZLO1427,Marketing de Produto,,REPROVADO POR FALTA
2014,Joao Maria,AOXV5438,Design de Espacos Virtuais,2.75,REPROVADO
2014,Joao Maria,JVFQ7338,Design de Interacao Cultural,6.13,APROVADO
2014,Joao Maria,VOQA5582,Tipografia,3.88,REPROVADO
2014,Joao Maria,RMDE3651,Teoria do Design,7.60,APROVADO POR MÉDIA
2014,Joao Maria,QVGO0107,Prototipagem em Papel,8.25,APROVADO POR MÉDIA
2014,Joao Maria,FZLO1427,Marketing de Produto,8.17,APROVADO POR MÉDIA
2015,Joao Maria,TOZF3011,SemiÃ³tica,,REPROVADO POR FALTA
2015,Joao Maria,SATJ7970,Design de Narrativa Espacial,8.75,APROVADO POR MÉDIA
2015,Joao Maria,LLKP8902,Design Digital,8.63,APROVADO POR MÉDIA
2015,Joao Maria,IENT5068,Design Experimental,7.75,APROVADO POR MÉDIA
2015,Joao Maria,DZNQ4989,Design Cenico,8.25,APROVADO POR MÉDIA
2015,Joao Maria,VOQA5582,Tipografia,4.4,REPROVADO
2015,Joao Maria,KZBU0327,Design de Interacao Corporal,6.75,APROVADO
2015,Joao Maria,XERB6119,Gestao de Marcas,1.25,REPROVADO
2015,Joao Maria,VMGY1151,Design de Interacao Tangivel,6.75,APROVADO
2015,Joao Maria,TOZF3011,SemiÃ³tica,8.50,APROVADO POR MÉDIA
2015,Joao Maria,DOMK5241,Design de Aprendizado,4.03,REPROVADO
2015,Joao Maria,XERB6119,Gestao de Marcas,5.57,APROVADO
2015,Joao Maria,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2016,Joao Maria,TWIP0018,Teoria da Cor,9.00,APROVADO POR MÉDIA
2016,Joao Maria,VOQA5582,Tipografia,8.00,APROVADO POR MÉDIA
2016,Joao Maria,DQUN5124,Comunicacao Visual,8.00,APROVADO POR MÉDIA
2016,Joao Maria,LSHL3127,Design de Redes Sociais,7.00,APROVADO POR MÉDIA
2016,Joao Maria,AOXV5438,Design de Espacos Virtuais,8.00,APROVADO POR MÉDIA
2016,Joao Maria,DOMK5241,Design de Aprendizado,7.50,APROVADO POR MÉDIA
2016,Joao Maria,XYOT5349,Tecnicas de Iluminacao,9.00,APROVADO POR MÉDIA
2016,Joao Maria,,INTEGRALIZADO,,
2017,Joao Maria,,FORMADO,,
2014,Joao Maria,PBCQ5148,Design de Impressao e Publicacao,7.90,APROVADO POR MÉDIA
2015,Joao Maria,WWGS2880,Design de Realidade Hibrida,7.32,APROVADO POR MÉDIA
2015,Joao Maria,VNBQ5535,Design de Moda,8.25,APROVADO POR MÉDIA
2016,Joao Maria,TLQG8423,Design Biofilico,8.00,APROVADO POR MÉDIA
ANO,Joao Maria,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2012,Joao Maria,OCRQ3517,Storytelling Visual,5.03,APROVADO
2012,Joao Maria,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2012,Joao Maria,QBWW6998,Computacao Grafica,8.75,APROVADO POR MÉDIA
2012,Joao Maria,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
2012,Joao Maria,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2012,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,1.5,REPROVADO
2012,Joao Maria,RJYZ5864,Identidade Visual,7.75,APROVADO POR MÉDIA
2013,Joao Maria,RJGL2456,Design Colaborativo,3.70,REPROVADO
2013,Joao Maria,TPYC6338,Design Thinking,7.75,APROVADO POR MÉDIA
2013,Joao Maria,JGDZ1333,Gamificacao,,REPROVADO POR FALTA
2013,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,4.5,REPROVADO
2013,Joao Maria,MXMO8868,Cultura Visual,7.50,APROVADO POR MÉDIA
2013,Joao Maria,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
2013,Joao Maria,AAZN5771,Ergonomia,6.07,APROVADO
2013,Joao Maria,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
2013,Joao Maria,BKII1063,Design de Visualizacao de Informacoes,8.00,APROVADO POR MÉDIA
2011,Guilherme Juliana,OCRQ3517,Storytelling Visual,7.00,APROVADO POR MÉDIA
2011,Guilherme Juliana,RJGL2456,Design Colaborativo,5.72,APROVADO
2011,Guilherme Juliana,QBWW6998,Computacao Grafica,7.75,APROVADO POR MÉDIA
2011,Guilherme Juliana,UFMQ0127,Design para Longevidade,7.50,APROVADO POR MÉDIA
2011,Guilherme Juliana,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2011,Guilherme Juliana,BKII1063,Design de Visualizacao de Informacoes,8.40,APROVADO POR MÉDIA
2011,Guilherme Juliana,RJYZ5864,Identidade Visual,7.63,APROVADO
2012,Guilherme Juliana,DOMK5241,Design de Aprendizado,8.00,APROVADO POR MÉDIA
2012,Guilherme Juliana,ZULH9584,Projeto Integrado,7.00,APROVADO POR MÉDIA
2012,Guilherme Juliana,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
2012,Guilherme Juliana,NRYN3294,Design de Interfaces Neuromorficas,6.20,APROVADO
2012,Guilherme Juliana,NRCI1107,Design de Experiencia em Museus,5.50,APROVADO
2012,Guilherme Juliana,AAZN5771,Ergonomia,8.75,APROVADO POR MÉDIA
2012,Guilherme Juliana,JJNT2088,Manipulacao de Imagem,7.60,APROVADO POR MÉDIA
2012,Guilherme Juliana,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
2012,Guilherme Juliana,JGDZ1333,Gamificacao,9.00,APROVADO POR MÉDIA
2012,Guilherme Juliana,TSYB3211,Impressao 3D,9.48,APROVADO POR MÉDIA
2012,Guilherme Juliana,VOQA5582,Tipografia,7.00,APROVADO POR MÉDIA
2012,Guilherme Juliana,BLDG0260,Design de Joias,8.90,APROVADO POR MÉDIA
2012,Guilherme Juliana,FZLO1427,Marketing de Produto,7.50,APROVADO POR MÉDIA
2012,Guilherme Juliana,KAWV5083,Branding,7.50,APROVADO POR MÉDIA
2013,Guilherme Juliana,NGVU3526,Ecodesign,7.25,APROVADO POR MÉDIA
2013,Guilherme Juliana,COOQ5695,Design de Interacao em Tempo Real,9.05,APROVADO POR MÉDIA
2013,Guilherme Juliana,VFBH8799,Design Cibernetico,7.25,APROVADO POR MÉDIA
2013,Guilherme Juliana,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.75,APROVADO POR MÉDIA
2013,Guilherme Juliana,JVFQ7338,Design de Interacao Cultural,9.25,APROVADO POR MÉDIA
2013,Guilherme Juliana,QVGO0107,Prototipagem em Papel,7.88,APROVADO POR MÉDIA
2013,Guilherme Juliana,LERH6635,Design de Produto,7.25,APROVADO POR MÉDIA
2013,Guilherme Juliana,MAEY1044,Design Computacional,8.30,APROVADO POR MÉDIA
2013,Guilherme Juliana,SATJ7970,Design de Narrativa Espacial,9.20,APROVADO POR MÉDIA
2013,Guilherme Juliana,TPYC6338,Design Thinking,7.00,APROVADO POR MÉDIA
2013,Guilherme Juliana,IENT5068,Design Experimental,8.50,APROVADO POR MÉDIA
2013,Guilherme Juliana,KZBU0327,Design de Interacao Corporal,,REPROVADO POR FALTA
2013,Guilherme Juliana,AOXV5438,Design de Espacos Virtuais,7.60,APROVADO POR MÉDIA
2013,Guilherme Juliana,RRME1020,Design Parametrico,7.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,LLKP8902,Design Digital,8.80,APROVADO POR MÉDIA
2014,Guilherme Juliana,DZNQ4989,Design Cenico,5.45,APROVADO
2014,Guilherme Juliana,MXMO8868,Cultura Visual,7.45,APROVADO POR MÉDIA
2014,Guilherme Juliana,KZBU0327,Design de Interacao Corporal,7.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,XERB6119,Gestao de Marcas,6.32,APROVADO
2014,Guilherme Juliana,UXMU2899,Interacao Tangivel,8.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,TRQX5862,Etica em Design,8.50,APROVADO POR MÉDIA
ANO,Guilherme Juliana,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2014,Guilherme Juliana,BMDH7993,Design de Apresentacoes,9.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,TWIP0018,Teoria da Cor,7.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,RMDE3651,Teoria do Design,8.00,APROVADO POR MÉDIA
2014,Guilherme Juliana,DQUN5124,Comunicacao Visual,7.50,APROVADO POR MÉDIA
2014,Guilherme Juliana,LSHL3127,Design de Redes Sociais,2.88,REPROVADO
2015,Guilherme Juliana,TOZF3011,SemiÃ³tica,7.10,APROVADO POR MÉDIA
2015,Guilherme Juliana,VMGY1151,Design de Interacao Tangivel,10.00,APROVADO POR MÉDIA
2015,Guilherme Juliana,LSHL3127,Design de Redes Sociais,5.00,APROVADO
2015,Guilherme Juliana,XYOT5349,Tecnicas de Iluminacao,9.00,APROVADO POR MÉDIA
2015,Guilherme Juliana,,INTEGRALIZADO,,
2015,Guilherme Juliana,,FORMADO,,
2005,Caua Guilherme,OCRQ3517,Storytelling Visual,8.30,APROVADO POR MÉDIA
2005,Caua Guilherme,RJGL2456,Design Colaborativo,2.6,REPROVADO
2005,Caua Guilherme,QBWW6998,Computacao Grafica,9.20,APROVADO POR MÉDIA
2005,Caua Guilherme,UFMQ0127,Design para Longevidade,6.00,APROVADO
2005,Caua Guilherme,MKUB0718,Design de Mobiliario,7.00,APROVADO POR MÉDIA
2005,Caua Guilherme,BKII1063,Design de Visualizacao de Informacoes,7.25,APROVADO POR MÉDIA
2005,Caua Guilherme,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
2005,Caua Guilherme,RJGL2456,Design Colaborativo,5.95,APROVADO
2005,Caua Guilherme,NRYN3294,Design de Interfaces Neuromorficas,2.88,REPROVADO
2005,Caua Guilherme,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
2005,Caua Guilherme,AAZN5771,Ergonomia,7.00,APROVADO POR MÉDIA
2006,Caua Guilherme,ZULH9584,Projeto Integrado,5.00,APROVADO
2006,Caua Guilherme,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.00,APROVADO POR MÉDIA
2006,Caua Guilherme,JGDZ1333,Gamificacao,7.75,APROVADO POR MÉDIA
2006,Caua Guilherme,NRYN3294,Design de Interfaces Neuromorficas,5.00,APROVADO
2006,Caua Guilherme,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
2006,Caua Guilherme,KAWV5083,Branding,7.00,APROVADO POR MÉDIA
2006,Caua Guilherme,NGVU3526,Ecodesign,8.00,APROVADO POR MÉDIA
2006,Caua Guilherme,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
2006,Caua Guilherme,COOQ5695,Design de Interacao em Tempo Real,7.70,APROVADO POR MÉDIA
2006,Caua Guilherme,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.50,APROVADO POR MÉDIA
2006,Caua Guilherme,TSYB3211,Impressao 3D,5.25,APROVADO
2006,Caua Guilherme,VOQA5582,Tipografia,4.25,REPROVADO
2006,Caua Guilherme,FZLO1427,Marketing de Produto,6.13,APROVADO
2007,Caua Guilherme,VFBH8799,Design Cibernetico,7.90,APROVADO POR MÉDIA
2007,Caua Guilherme,TPYC6338,Design Thinking,7.00,APROVADO POR MÉDIA
2007,Caua Guilherme,QVGO0107,Prototipagem em Papel,9.00,APROVADO POR MÉDIA
2007,Caua Guilherme,LERH6635,Design de Produto,9.00,APROVADO POR MÉDIA
2007,Caua Guilherme,AOXV5438,Design de Espacos Virtuais,7.45,APROVADO POR MÉDIA
2007,Caua Guilherme,MAEY1044,Design Computacional,5.75,APROVADO
2007,Caua Guilherme,SATJ7970,Design de Narrativa Espacial,7.60,APROVADO POR MÉDIA
2007,Caua Guilherme,LLKP8902,Design Digital,7.00,APROVADO POR MÉDIA
2007,Caua Guilherme,IENT5068,Design Experimental,8.00,APROVADO POR MÉDIA
2007,Caua Guilherme,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
2007,Caua Guilherme,XERB6119,Gestao de Marcas,7.00,APROVADO POR MÉDIA
2007,Caua Guilherme,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2007,Caua Guilherme,RRME1020,Design Parametrico,8.00,APROVADO POR MÉDIA
2007,Caua Guilherme,TRQX5862,Etica em Design,8.50,APROVADO POR MÉDIA
2008,Caua Guilherme,JJNT2088,Manipulacao de Imagem,5.00,APROVADO
2008,Caua Guilherme,TWIP0018,Teoria da Cor,9.25,APROVADO POR MÉDIA
2008,Caua Guilherme,VOQA5582,Tipografia,9.50,APROVADO POR MÉDIA
2008,Caua Guilherme,KZBU0327,Design de Interacao Corporal,7.00,APROVADO POR MÉDIA
ANO,Caua Guilherme,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2008,Caua Guilherme,DQUN5124,Comunicacao Visual,7.00,APROVADO POR MÉDIA
2008,Caua Guilherme,LSHL3127,Design de Redes Sociais,8.25,APROVADO POR MÉDIA
2008,Caua Guilherme,TOZF3011,SemiÃ³tica,7.00,APROVADO POR MÉDIA
2008,Caua Guilherme,BMDH7993,Design de Apresentacoes,7.00,APROVADO POR MÉDIA
2008,Caua Guilherme,JVFQ7338,Design de Interacao Cultural,5.00,APROVADO
2008,Caua Guilherme,DZNQ4989,Design Cenico,7.75,APROVADO POR MÉDIA
2008,Caua Guilherme,MXMO8868,Cultura Visual,,DISPENSADO
2008,Caua Guilherme,RMDE3651,Teoria do Design,,DISPENSADO
2008,Caua Guilherme,VMGY1151,Design de Interacao Tangivel,8.50,APROVADO POR MÉDIA
2009,Caua Guilherme,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
2009,Caua Guilherme,XYOT5349,Tecnicas de Iluminacao,9.00,APROVADO POR MÉDIA
2009,Caua Guilherme,,FORMADO,,
2009,Julia Raul,OCRQ3517,Storytelling Visual,8.80,APROVADO POR MÉDIA
2009,Julia Raul,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
2009,Julia Raul,QBWW6998,Computacao Grafica,8.00,APROVADO POR MÉDIA
2009,Julia Raul,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
2009,Julia Raul,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2009,Julia Raul,BKII1063,Design de Visualizacao de Informacoes,7.25,APROVADO
2009,Julia Raul,RJYZ5864,Identidade Visual,9.25,APROVADO POR MÉDIA
2009,Julia Raul,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
2009,Julia Raul,ZULH9584,Projeto Integrado,7.50,APROVADO POR MÉDIA
2009,Julia Raul,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.10,APROVADO POR MÉDIA
2009,Julia Raul,NRYN3294,Design de Interfaces Neuromorficas,7.50,APROVADO POR MÉDIA
2009,Julia Raul,NRCI1107,Design de Experiencia em Museus,8.50,APROVADO POR MÉDIA
2009,Julia Raul,AAZN5771,Ergonomia,10.00,APROVADO POR MÉDIA
2010,Julia Raul,JJNT2088,Manipulacao de Imagem,8.00,APROVADO POR MÉDIA
2010,Julia Raul,JGDZ1333,Gamificacao,9.50,APROVADO POR MÉDIA
2010,Julia Raul,TSYB3211,Impressao 3D,7.00,APROVADO POR MÉDIA
2010,Julia Raul,VOQA5582,Tipografia,6.13,APROVADO
2010,Julia Raul,BLDG0260,Design de Joias,9.00,APROVADO POR MÉDIA
2010,Julia Raul,FZLO1427,Marketing de Produto,8.10,APROVADO POR MÉDIA
2010,Julia Raul,KAWV5083,Branding,8.52,APROVADO POR MÉDIA
2010,Julia Raul,IENT5068,Design Experimental,7.75,APROVADO POR MÉDIA
2010,Julia Raul,XERB6119,Gestao de Marcas,7.50,APROVADO POR MÉDIA
2011,Julia Raul,,TRANCAMENTO,,
2008,Vinicius Roberto,OCRQ3517,Storytelling Visual,6.15,APROVADO
2008,Vinicius Roberto,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
2008,Vinicius Roberto,QBWW6998,Computacao Grafica,7.50,APROVADO POR MÉDIA
2008,Vinicius Roberto,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
2008,Vinicius Roberto,MKUB0718,Design de Mobiliario,9.50,APROVADO POR MÉDIA
2008,Vinicius Roberto,BKII1063,Design de Visualizacao de Informacoes,3.25,REPROVADO
2008,Vinicius Roberto,RJYZ5864,Identidade Visual,6.78,APROVADO
2008,Vinicius Roberto,DOMK5241,Design de Aprendizado,7.25,APROVADO POR MÉDIA
2008,Vinicius Roberto,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
2008,Vinicius Roberto,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.70,APROVADO POR MÉDIA
2008,Vinicius Roberto,BKII1063,Design de Visualizacao de Informacoes,5.00,APROVADO
2009,Vinicius Roberto,ZULH9584,Projeto Integrado,3.00,REPROVADO
2009,Vinicius Roberto,JGDZ1333,Gamificacao,8.00,APROVADO POR MÉDIA
2009,Vinicius Roberto,NRYN3294,Design de Interfaces Neuromorficas,1.65,REPROVADO POR FALTA
2009,Vinicius Roberto,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
2009,Vinicius Roberto,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
2009,Vinicius Roberto,AAZN5771,Ergonomia,5.03,APROVADO
2009,Vinicius Roberto,KAWV5083,Branding,7.60,APROVADO POR MÉDIA
