nome,disciplina,ano,nota,situacao,semestre
Lucas Elisa,"Design Biomimetico
DOCENTE(S): Carla Souza",2018,,RENOVAÇÃO DE ESTÁGIO,2
Lucas Elisa,"Design Digital
DOCENTE(S): Patricia Nunes",2018,8.75,APROVADO POR MÉDIA,2
Lucas Elisa,"Design Cenico
DOCENTE(S): Ana Costa",2018,7.0,APROVADO POR MÉDIA,2
Lucas Elisa,"Cultura Visual
DOCENTE(S): Patricia Nunes",2018,7.5,APROVADO POR MÉDIA,2
Lucas Elisa,"Gestao de Marcas
DOCENTE(S): Maria Santos",2018,8.0,APROVADO POR MÉDIA,2
Lucas Elisa,Interacao Tangivel,2018,8.5,APROVADO POR MÉDIA,2
Lucas Elisa,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Lucas Elisa,DOCENTE(S): -----------,,,,
Lucas Elisa,"Etica em Design
DOCENTE(S): Juliana Rodrigues",2018,7.75,APROVADO POR MÉDIA,2
Lucas Elisa,"Design de Moda
DOCENTE(S): Fernanda Lima",2018,9.5,APROVADO POR MÉDIA,2
Lucas Elisa,"Design de Impacto Social
DOCENTE(S): Rafaela Gomes",2019,8.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Design de Apresentacoes
DOCENTE(S): Diego Cardoso",2019,7.5,APROVADO POR MÉDIA,1
Lucas Elisa,"Design Biomimetico
DOCENTE(S): Carla Souza",2019,10.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Teoria da Cor
DOCENTE(S): Ana Costa",2019,8.4,APROVADO POR MÉDIA,1
Lucas Elisa,"Teoria do Design
DOCENTE(S): Marcos Ferreira",2019,8.65,APROVADO POR MÉDIA,1
Lucas Elisa,"Comunicacao Visual
DOCENTE(S): Luiz Pereira",2019,8.5,APROVADO POR MÉDIA,1
Lucas Elisa,"Materiais e Processos
DOCENTE(S): Juliana Rodrigues",2019,8.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Design de Redes Sociais
DOCENTE(S): Larissa Vieira",2019,8.15,APROVADO POR MÉDIA,1
Lucas Elisa,"SemiÃ³tica
DOCENTE(S): Luiz Pereira",2019,10.0,APROVADO POR MÉDIA,2
Lucas Elisa,"Design de Interacao Tangivel
DOCENTE(S): Rafaela Gomes",2019,9.0,APROVADO POR MÉDIA,2
Lucas Elisa,"Tecnicas de Iluminacao
DOCENTE(S): Gustavo Martins",2019,7.5,APROVADO POR MÉDIA,2
Lucas Elisa,INTEGRALIZADO,2019,,,2
Lucas Elisa,FORMADO,2020,,,1
Mauricio Daniel,DESLIGAMENTO,2020,,,1
Enzo Nathanael,"Storytelling Visual
DOCENTE(S): Maria Santos",2021,8.5,APROVADO POR MÉDIA,1
Enzo Nathanael,"Design Colaborativo
DOCENTE(S): Fernanda Lima",2021,10.0,APROVADO POR MÉDIA,1
Enzo Nathanael,"Computacao Grafica
DOCENTE(S): Marcos Ferreira",2021,7.0,APROVADO POR MÉDIA,1
Enzo Nathanael,"Design para Longevidade
DOCENTE(S): Marcos Ferreira",2021,6.93,APROVADO,1
Enzo Nathanael,"Design de Mobiliario
DOCENTE(S): Fernanda Lima",2021,10.0,APROVADO POR MÉDIA,1
Enzo Nathanael,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",2021,7.25,APROVADO POR MÉDIA,1
Enzo Nathanael,"Identidade Visual
DOCENTE(S): Joao Silva",2021,9.25,APROVADO POR MÉDIA,1
Enzo Nathanael,"Design de Aprendizado
DOCENTE(S): Ana Costa",2021,,REPROVADO POR FALTA,2
Enzo Nathanael,"Projeto Integrado
DOCENTE(S): Fernanda Lima",2021,,REPROVADO POR FALTA,2
Enzo Nathanael,"Design de Tecnologia Vestivel (Wearable)
DOCENTE(S): Andre Almeida",2021,,REPROVADO POR FALTA,2
Enzo Nathanael,"Design de Interfaces Neuromorficas
DOCENTE(S): Marcos Ferreira
DA SILVA (MESTRADO).",2021,,REPROVADO POR FALTA,2
Enzo Nathanael,"Design de Experiencia em Museus
DOCENTE(S): Pedro Oliveira",2021,,REPROVADO POR FALTA,2
Enzo Nathanael,DESVINCULADO,2022,,,1
Guilherme Lara,Storytelling Visual,2008,10.0,APROVADO POR MÉDIA,2
Guilherme Lara,Design Colaborativo,2008,8.75,APROVADO POR MÉDIA,2
Guilherme Lara,Computacao Grafica,2008,8.25,APROVADO POR MÉDIA,2
Guilherme Lara,Design para Longevidade,2008,8.5,APROVADO POR MÉDIA,2
Guilherme Lara,Design de Mobiliario,2008,10.0,APROVADO POR MÉDIA,2
Guilherme Lara,Design de Visualizacao de Informacoes,2008,9.5,APROVADO POR MÉDIA,2
Guilherme Lara,Identidade Visual,2008,8.5,APROVADO POR MÉDIA,2
Guilherme Lara,Projeto Integrado,2009,,REPROVADO POR FALTA,1
Guilherme Lara,Design de Tecnologia Vestivel (Wearable),2009,,REPROVADO POR FALTA,1
Guilherme Lara,Cultura Visual,2009,,REPROVADO POR FALTA,1
Guilherme Lara,DESVINCULADO,2010,,,1
Camila Amanda,Storytelling Visual,2007,8.5,APROVADO POR MÉDIA,2
Camila Amanda,Design Colaborativo,2007,5.5,APROVADO,2
Camila Amanda,Computacao Grafica,2007,8.0,APROVADO POR MÉDIA,2
Camila Amanda,Design para Longevidade,2007,7.25,APROVADO POR MÉDIA,2
Camila Amanda,Design de Mobiliario,2007,8.0,APROVADO POR MÉDIA,2
Camila Amanda,Design de Visualizacao de Informacoes,2007,5.0,APROVADO,2
Camila Amanda,Identidade Visual,2007,8.0,APROVADO POR MÉDIA,2
Camila Amanda,Design de Aprendizado,2008,7.0,APROVADO POR MÉDIA,1
Camila Amanda,Projeto Integrado,2008,3.55,REPROVADO,1
Camila Amanda,Design de Tecnologia Vestivel (Wearable),2008,8.75,APROVADO POR MÉDIA,1
Camila Amanda,Design de Interfaces Neuromorficas,2008,7.0,APROVADO POR MÉDIA,1
Camila Amanda,Design de Experiencia em Museus,2008,7.0,APROVADO POR MÉDIA,1
Camila Amanda,Ergonomia,2008,7.15,APROVADO POR MÉDIA,1
Camila Amanda,Manipulacao de Imagem,2008,9.3,APROVADO POR MÉDIA,2
Camila Amanda,Projeto Integrado,2008,6.35,APROVADO,2
Camila Amanda,Gamificacao,2008,7.5,APROVADO POR MÉDIA,2
Camila Amanda,Impressao 3D,2008,10.0,APROVADO POR MÉDIA,2
Camila Amanda,Design de Joias,2008,8.38,APROVADO POR MÉDIA,2
Camila Amanda,Branding,2008,8.5,APROVADO POR MÉDIA,2
Camila Amanda,Ecodesign,2009,8.55,APROVADO POR MÉDIA,1
Camila Amanda,Design de Interacao em Tempo Real,2009,7.0,APROVADO POR MÉDIA,1
Camila Amanda,Design Cibernetico,2009,7.6,APROVADO POR MÉDIA,1
Camila Amanda,Design de Realidade Aumentada (AR) e Virtual (VR),2009,7.5,APROVADO POR MÉDIA,1
Camila Amanda,Design de Interacao Cultural,2009,6.75,APROVADO,1
Camila Amanda,Tipografia,2009,8.25,APROVADO POR MÉDIA,1
Camila Amanda,Prototipagem em Papel,2009,9.0,APROVADO POR MÉDIA,1
Camila Amanda,Design de Produto,2009,8.55,APROVADO POR MÉDIA,1
Camila Amanda,Design Parametrico,2009,8.0,APROVADO POR MÉDIA,1
Camila Amanda,Design Computacional,2009,9.52,APROVADO POR MÉDIA,2
Camila Amanda,Design de Narrativa Espacial,2009,9.0,APROVADO POR MÉDIA,2
Camila Amanda,Design Thinking,2009,7.5,APROVADO POR MÉDIA,2
Camila Amanda,Teoria do Design,2009,5.63,APROVADO,2
Camila Amanda,Design de Interacao Corporal,2009,9.0,APROVADO POR MÉDIA,2
Camila Amanda,Interacao Tangivel,2009,,APROVADO POR FREQÜÊNCIA,2
Camila Amanda,Design de Espacos Virtuais,2009,7.45,APROVADO POR MÉDIA,2
Camila Amanda,Design de Apresentacoes,2010,8.5,APROVADO POR MÉDIA,1
Camila Amanda,Design Digital,2010,7.9,APROVADO POR MÉDIA,1
Camila Amanda,Design Cenico,2010,8.85,APROVADO POR MÉDIA,1
Camila Amanda,Cultura Visual,2010,8.25,APROVADO POR MÉDIA,1
Camila Amanda,Marketing de Produto,2010,7.3,APROVADO POR MÉDIA,1
Camila Amanda,Etica em Design,2010,8.25,APROVADO POR MÉDIA,1
Camila Amanda,Design de Moda,2010,8.23,APROVADO POR MÉDIA,1
Camila Amanda,Design Biomimetico,2010,8.5,APROVADO POR MÉDIA,2
Camila Amanda,Teoria da Cor,2010,7.75,APROVADO POR MÉDIA,2
Camila Amanda,Design Experimental,2010,7.0,APROVADO POR MÉDIA,2
Camila Amanda,Gestao de Marcas,2010,9.0,APROVADO POR MÉDIA,2
Camila Amanda,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Camila Amanda,Design de Impressao e Publicacao,2010,8.75,APROVADO POR MÉDIA,2
Camila Amanda,SemiÃ³tica,2011,9.75,APROVADO POR MÉDIA,1
Camila Amanda,Design de Interacao Social,2011,8.5,APROVADO POR MÉDIA,1
Camila Amanda,Comunicacao Visual,2011,8.6,APROVADO POR MÉDIA,1
Camila Amanda,Materiais e Processos,2011,9.5,APROVADO POR MÉDIA,1
Camila Amanda,Design de Redes Sociais,2011,8.25,APROVADO POR MÉDIA,1
Camila Amanda,Design de Interacao Tangivel,2011,8.0,APROVADO POR MÉDIA,2
Camila Amanda,Tecnicas de Iluminacao,2011,8.0,APROVADO POR MÉDIA,2
Camila Amanda,INTEGRALIZADO,2011,,,2
Camila Amanda,FORMADO,2011,,,2
Ricardo Vanessa,Storytelling Visual,2006,4.13,REPROVADO,2
Ricardo Vanessa,Design Colaborativo,2006,2.25,REPROVADO,2
Ricardo Vanessa,Computacao Grafica,2006,8.0,APROVADO POR MÉDIA,2
Ricardo Vanessa,Design para Longevidade,2006,5.0,APROVADO,2
Ricardo Vanessa,Design de Mobiliario,2006,9.0,APROVADO POR MÉDIA,2
Ricardo Vanessa,Design de Visualizacao de Informacoes,2006,,REPROVADO POR FALTA,2
Ricardo Vanessa,Identidade Visual,2006,5.0,APROVADO,2
Ricardo Vanessa,Storytelling Visual,2007,7.0,APROVADO POR MÉDIA,1
Ricardo Vanessa,Design Colaborativo,2007,,REPROVADO POR FALTA,1
Ricardo Vanessa,Gamificacao,2007,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design de Visualizacao de Informacoes,2007,0.0,REPROVADO,1
Ricardo Vanessa,Design Colaborativo,2007,2.5,REPROVADO,2
Ricardo Vanessa,Design de Visualizacao de Informacoes,2007,,REPROVADO POR FALTA,2
Ricardo Vanessa,Cultura Visual,2007,7.0,APROVADO POR MÉDIA,2
Ricardo Vanessa,Design de Joias,2007,3.47,REPROVADO,2
Ricardo Vanessa,Ergonomia,2007,,REPROVADO POR FALTA,2
Ricardo Vanessa,Interacao Tangivel,2007,,APROVADO POR FREQÜÊNCIA,2
Ricardo Vanessa,Branding,2007,7.5,APROVADO POR MÉDIA,2
Ricardo Vanessa,Design Colaborativo,2008,1.0,REPROVADO,1
Ricardo Vanessa,Design de Realidade Aumentada (AR) e Virtual (VR),2008,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Thinking,2008,4.25,REPROVADO,1
Ricardo Vanessa,Design de Joias,2008,5.03,APROVADO,1
Ricardo Vanessa,Design de Produto,2008,7.0,APROVADO POR MÉDIA,1
Ricardo Vanessa,Design de Interacao em Tempo Real,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design Colaborativo,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design de Realidade Aumentada (AR) e Virtual (VR),2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design Thinking,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design Cenico,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design de Visualizacao de Informacoes,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Etica em Design,2008,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design de Interacao em Tempo Real,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Colaborativo,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Thinking,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Cenico,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design de Visualizacao de Informacoes,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Ergonomia,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Parametrico,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Etica em Design,2009,,REPROVADO POR FALTA,1
Ricardo Vanessa,Design Colaborativo,2009,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design Biomimetico,2009,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design de Visualizacao de Informacoes,2009,,REPROVADO POR FALTA,2
Ricardo Vanessa,Ergonomia,2009,,REPROVADO POR FALTA,2
Ricardo Vanessa,Design Thinking,2010,,REPROVADO POR FALTA,1
Ricardo Vanessa,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Ricardo Vanessa,DESVINCULADO,2010,,,2
Diego Marcelo,Storytelling Visual,2007,7.5,APROVADO POR MÉDIA,2
Diego Marcelo,Design Colaborativo,2007,7.75,APROVADO POR MÉDIA,2
Diego Marcelo,Computacao Grafica,2007,9.25,APROVADO POR MÉDIA,2
Diego Marcelo,Design para Longevidade,2007,7.25,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Mobiliario,2007,9.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Visualizacao de Informacoes,2007,6.43,APROVADO,2
Diego Marcelo,Identidade Visual,2007,8.25,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Aprendizado,2008,5.25,APROVADO,1
Diego Marcelo,Projeto Integrado,2008,0.75,REPROVADO,1
Diego Marcelo,Design de Tecnologia Vestivel (Wearable),2008,8.75,APROVADO POR MÉDIA,1
Diego Marcelo,Design de Interfaces Neuromorficas,2008,,REPROVADO POR FALTA,1
Diego Marcelo,Design de Experiencia em Museus,2008,7.0,APROVADO POR MÉDIA,1
Diego Marcelo,Ergonomia,2008,7.55,APROVADO,1
Diego Marcelo,Projeto Integrado,2008,,REPROVADO POR FALTA,2
Diego Marcelo,Gamificacao,2008,8.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Interfaces Neuromorficas,2008,5.07,APROVADO,2
Diego Marcelo,Design de Joias,2008,7.25,APROVADO POR MÉDIA,2
Diego Marcelo,Branding,2008,8.5,APROVADO POR MÉDIA,2
Diego Marcelo,Ecodesign,2009,7.5,APROVADO POR MÉDIA,1
Diego Marcelo,Design de Interacao em Tempo Real,2009,6.5,APROVADO,1
Diego Marcelo,Design de Realidade Aumentada (AR) e Virtual (VR),2009,5.75,APROVADO,1
Diego Marcelo,Projeto Integrado,2009,2.5,REPROVADO,1
Diego Marcelo,Impressao 3D,2009,,REPROVADO POR FALTA,1
Diego Marcelo,Cultura Visual,2009,9.0,APROVADO POR MÉDIA,1
Diego Marcelo,Tipografia,2009,7.25,APROVADO POR MÉDIA,1
Diego Marcelo,Design Parametrico,2009,7.0,APROVADO POR MÉDIA,1
Diego Marcelo,Manipulacao de Imagem,2009,8.0,APROVADO POR MÉDIA,2
Diego Marcelo,Projeto Integrado,2009,7.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design Thinking,2009,6.7,APROVADO,2
Diego Marcelo,Impressao 3D,2009,4.25,REPROVADO,2
Diego Marcelo,Interacao Tangivel,2009,,APROVADO POR FREQÜÊNCIA,2
Diego Marcelo,Design de Produto,2009,8.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Espacos Virtuais,2009,8.4,APROVADO POR MÉDIA,2
Diego Marcelo,Design Sonoro,2010,,REPROVADO POR FALTA,1
Diego Marcelo,Impressao 3D,2010,9.5,APROVADO POR MÉDIA,1
Diego Marcelo,Teoria do Design,2010,,REPROVADO POR FALTA,1
Diego Marcelo,Marketing de Produto,2010,8.05,APROVADO POR MÉDIA,1
Diego Marcelo,Etica em Design,2010,8.0,APROVADO POR MÉDIA,1
Diego Marcelo,Design Cibernetico,2010,9.6,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Apresentacoes,2010,8.75,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Interacao Cultural,2010,7.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design Experimental,2010,8.75,APROVADO POR MÉDIA,2
Diego Marcelo,Design Cenico,2010,8.75,APROVADO POR MÉDIA,2
Diego Marcelo,Teoria do Design,2010,,REPROVADO POR FALTA,2
Diego Marcelo,Prototipagem em Papel,2010,7.5,APROVADO POR MÉDIA,2
Diego Marcelo,Gestao de Marcas,2010,9.0,APROVADO POR MÉDIA,2
Diego Marcelo,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Diego Marcelo,Design de Impressao e Publicacao,2010,7.75,APROVADO POR MÉDIA,2
Diego Marcelo,Design Computacional,2011,9.85,APROVADO POR MÉDIA,1
Diego Marcelo,Design de Narrativa Espacial,2011,7.4,APROVADO POR MÉDIA,1
Diego Marcelo,Design Biomimetico,2011,,REPROVADO POR FALTA,1
Diego Marcelo,Design Digital,2011,7.9,APROVADO POR MÉDIA,1
Diego Marcelo,METODOLOGIA DE PESQUISA,2011,9.5,APROVADO POR MÉDIA,1
Diego Marcelo,Design de Interacao Corporal,2011,8.0,APROVADO POR MÉDIA,1
Diego Marcelo,Comunicacao Visual,2011,7.0,APROVADO POR MÉDIA,1
Diego Marcelo,Materiais e Processos,2011,7.8,APROVADO POR MÉDIA,1
Diego Marcelo,SemiÃ³tica,2011,8.65,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Impacto Social,2011,8.05,APROVADO POR MÉDIA,2
Diego Marcelo,Design Biomimetico,2011,,REPROVADO POR FALTA,2
Diego Marcelo,Fotografia,2011,8.75,APROVADO POR MÉDIA,2
Diego Marcelo,Teoria da Cor,2011,7.5,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Interacao Tangivel,2011,9.0,APROVADO POR MÉDIA,2
Diego Marcelo,Design de Redes Sociais,2011,8.4,APROVADO POR MÉDIA,2
Diego Marcelo,Design Biomimetico,2012,9.0,APROVADO POR MÉDIA,1
Diego Marcelo,Teoria do Design,2012,,DISPENSADO,1
Diego Marcelo,Tecnicas de Iluminacao,2012,,REPROVADO POR FALTA,1
Diego Marcelo,Tecnicas de Iluminacao,2012,10.0,APROVADO POR MÉDIA,2
Diego Marcelo,INTEGRALIZADO,2012,,,2
Diego Marcelo,FORMADO,2012,,,2
Eduardo Elisa,Storytelling Visual,2007,7.0,APROVADO POR MÉDIA,2
Eduardo Elisa,Design Colaborativo,2007,6.5,APROVADO,2
Eduardo Elisa,Computacao Grafica,2007,8.5,APROVADO POR MÉDIA,2
Eduardo Elisa,Design para Longevidade,2007,7.5,APROVADO POR MÉDIA,2
Eduardo Elisa,Design de Mobiliario,2007,10.0,APROVADO POR MÉDIA,2
Eduardo Elisa,Design de Visualizacao de Informacoes,2007,8.15,APROVADO POR MÉDIA,2
Eduardo Elisa,Identidade Visual,2007,8.25,APROVADO POR MÉDIA,2
Eduardo Elisa,Design de Aprendizado,2008,5.88,APROVADO,1
Eduardo Elisa,Projeto Integrado,2008,1.5,REPROVADO,1
Eduardo Elisa,Design de Tecnologia Vestivel (Wearable),2008,7.75,APROVADO POR MÉDIA,1
Eduardo Elisa,Design de Interfaces Neuromorficas,2008,5.0,APROVADO,1
Eduardo Elisa,Design de Experiencia em Museus,2008,7.0,APROVADO POR MÉDIA,1
Eduardo Elisa,Cultura Visual,2008,,CANCELADO COM ONUS,1
Eduardo Elisa,Ergonomia,2008,7.0,APROVADO POR MÉDIA,1
Eduardo Elisa,TRANCAMENTO,2008,,,2
Eduardo Elisa,DESVINCULADO,2010,,,1
Fernando Sophie,Storytelling Visual,2008,,REPROVADO POR FALTA,1
Fernando Sophie,Design Colaborativo,2008,,REPROVADO POR FALTA,1
Fernando Sophie,Computacao Grafica,2008,8.0,APROVADO POR MÉDIA,1
Fernando Sophie,Design para Longevidade,2008,,REPROVADO POR FALTA,1
Fernando Sophie,Design de Mobiliario,2008,,REPROVADO POR FALTA,1
Fernando Sophie,Design de Visualizacao de Informacoes,2008,2.5,REPROVADO,1
Fernando Sophie,Identidade Visual,2008,8.0,APROVADO POR MÉDIA,1
Fernando Sophie,DESVINCULADO,2008,,,2
Leonardo Thales,Storytelling Visual,2006,4.5,REPROVADO,2
Leonardo Thales,Design Colaborativo,2006,7.0,APROVADO POR MÉDIA,2
Leonardo Thales,Computacao Grafica,2006,,REPROVADO POR FALTA,2
Leonardo Thales,Design para Longevidade,2006,5.5,APROVADO,2
Leonardo Thales,Design de Mobiliario,2006,9.5,APROVADO POR MÉDIA,2
Leonardo Thales,Design de Visualizacao de Informacoes,2006,7.0,APROVADO POR MÉDIA,2
Leonardo Thales,Identidade Visual,2006,5.75,APROVADO,2
Leonardo Thales,Design de Aprendizado,2007,7.0,APROVADO POR MÉDIA,1
Leonardo Thales,Design de Realidade Aumentada (AR) e Virtual (VR),2007,,REPROVADO POR FALTA,1
Leonardo Thales,Projeto Integrado,2007,,REPROVADO POR FALTA,1
Leonardo Thales,Design de Interfaces Neuromorficas,2007,,REPROVADO POR FALTA,1
Leonardo Thales,Design de Experiencia em Museus,2007,7.0,APROVADO POR MÉDIA,1
Leonardo Thales,Ergonomia,2007,,REPROVADO POR FALTA,1
Leonardo Thales,Projeto Integrado,2007,2.13,REPROVADO,2
Leonardo Thales,Gamificacao,2007,,CANCELADO COM ONUS,2
Leonardo Thales,Design de Interfaces Neuromorficas,2007,,REPROVADO POR FALTA,2
Leonardo Thales,Tipografia,2007,7.0,APROVADO POR MÉDIA,2
Leonardo Thales,Design de Joias,2007,,CANCELADO COM ONUS,2
Leonardo Thales,Branding,2007,,CANCELADO COM ONUS,2
Leonardo Thales,Storytelling Visual,2008,,REPROVADO POR FALTA,1
Leonardo Thales,Projeto Integrado,2008,,REPROVADO POR FALTA,1
Leonardo Thales,Design de Apresentacoes,2008,,CANCELADO COM ONUS,1
Leonardo Thales,Gamificacao,2008,,CANCELADO COM ONUS,1
Leonardo Thales,Design de Interfaces Neuromorficas,2008,5.0,APROVADO,1
Leonardo Thales,Cultura Visual,2008,7.75,APROVADO POR MÉDIA,1
Leonardo Thales,Design de Joias,2008,7.65,APROVADO POR MÉDIA,1
Leonardo Thales,Manipulacao de Imagem,2008,,REPROVADO POR FALTA,2
Leonardo Thales,Design de Realidade Aumentada (AR) e Virtual (VR),2008,,REPROVADO POR FALTA,2
Leonardo Thales,Projeto Integrado,2008,7.0,APROVADO POR MÉDIA,2
Leonardo Thales,Gamificacao,2008,8.75,APROVADO POR MÉDIA,2
Leonardo Thales,Impressao 3D,2008,,REPROVADO POR FALTA,2
Leonardo Thales,Interacao Tangivel,2008,,REPROVADO POR FALTA,2
Leonardo Thales,Branding,2008,7.5,APROVADO POR MÉDIA,2
Leonardo Thales,Design de Espacos Virtuais,2008,,REPROVADO POR FALTA,2
Leonardo Thales,TEORIA GERAL DA ADMINISTRAÇAO,2008,7.0,APROVADO POR MÉDIA,2
Leonardo Thales,DESLIGAMENTO,2010,,,2
Luciana Yuri,Storytelling Visual,2007,8.5,APROVADO POR MÉDIA,1
Luciana Yuri,Design Colaborativo,2007,6.3,APROVADO,1
Luciana Yuri,Computacao Grafica,2007,8.0,APROVADO POR MÉDIA,1
Luciana Yuri,Design para Longevidade,2007,7.5,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Mobiliario,2007,9.25,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Visualizacao de Informacoes,2007,7.75,APROVADO POR MÉDIA,1
Luciana Yuri,Identidade Visual,2007,7.25,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Aprendizado,2007,7.75,APROVADO POR MÉDIA,2
Luciana Yuri,Projeto Integrado,2007,5.38,APROVADO,2
Luciana Yuri,Design de Tecnologia Vestivel (Wearable),2007,7.0,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Interfaces Neuromorficas,2007,7.15,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Experiencia em Museus,2007,9.0,APROVADO POR MÉDIA,2
Luciana Yuri,Ergonomia,2007,7.45,APROVADO POR MÉDIA,2
Luciana Yuri,Manipulacao de Imagem,2008,8.25,APROVADO POR MÉDIA,1
Luciana Yuri,Gamificacao,2008,7.75,APROVADO POR MÉDIA,1
Luciana Yuri,Impressao 3D,2008,7.38,APROVADO POR MÉDIA,1
Luciana Yuri,Tipografia,2008,8.0,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Joias,2008,8.65,APROVADO POR MÉDIA,1
Luciana Yuri,Marketing de Produto,2008,7.25,APROVADO POR MÉDIA,1
Luciana Yuri,Branding,2008,8.5,APROVADO POR MÉDIA,1
Luciana Yuri,Ecodesign,2008,8.5,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Interacao em Tempo Real,2008,7.25,APROVADO POR MÉDIA,2
Luciana Yuri,Design Cibernetico,2008,8.8,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Interacao Cultural,2008,8.0,APROVADO POR MÉDIA,2
Luciana Yuri,Cultura Visual,2008,9.25,APROVADO POR MÉDIA,2
Luciana Yuri,Prototipagem em Papel,2008,5.38,APROVADO,2
Luciana Yuri,Design de Produto,2008,8.0,APROVADO POR MÉDIA,2
Luciana Yuri,Design Computacional,2009,7.93,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Realidade Aumentada (AR) e Virtual (VR),2009,7.25,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Narrativa Espacial,2009,9.1,APROVADO POR MÉDIA,1
Luciana Yuri,Design Thinking,2009,5.38,APROVADO,1
Luciana Yuri,Design Experimental,2009,7.25,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Interacao Corporal,2009,9.5,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Espacos Virtuais,2009,8.45,APROVADO POR MÉDIA,1
Luciana Yuri,Design Parametrico,2009,9.1,APROVADO POR MÉDIA,1
Luciana Yuri,Design Digital,2009,7.7,APROVADO POR MÉDIA,2
Luciana Yuri,Design Cenico,2009,8.45,APROVADO POR MÉDIA,2
Luciana Yuri,Gestao de Marcas,2009,10.0,APROVADO POR MÉDIA,2
Luciana Yuri,Interacao Tangivel,2009,,APROVADO POR FREQÜÊNCIA,2
Luciana Yuri,Etica em Design,2009,8.5,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Moda,2009,7.3,APROVADO POR MÉDIA,2
Luciana Yuri,Design de Apresentacoes,2010,8.0,APROVADO POR MÉDIA,1
Luciana Yuri,Design Biomimetico,2010,8.6,APROVADO POR MÉDIA,1
Luciana Yuri,Teoria da Cor,2010,8.25,APROVADO POR MÉDIA,1
Luciana Yuri,Teoria do Design,2010,9.5,APROVADO POR MÉDIA,1
Luciana Yuri,Comunicacao Visual,2010,7.75,APROVADO POR MÉDIA,1
Luciana Yuri,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Luciana Yuri,Materiais e Processos,2010,8.0,APROVADO POR MÉDIA,1
Luciana Yuri,Design de Redes Sociais,2010,7.65,APROVADO,1
Luciana Yuri,Design de Impressao e Publicacao,2010,7.0,APROVADO POR MÉDIA,1
Luciana Yuri,SemiÃ³tica,2010,7.75,APROVADO POR MÉDIA,2
Luciana Yuri,Design Sonoro,2010,6.13,APROVADO,2
Luciana Yuri,Design de Interacao Tangivel,2010,10.0,APROVADO POR MÉDIA,2
Luciana Yuri,Tecnicas de Iluminacao,2010,10.0,APROVADO POR MÉDIA,2
Luciana Yuri,INTEGRALIZADO,2010,,,2
